customerID,MonthlyCharges,tenure,contract,InternetService,churn,risk_score,category
7156-MXBJE,85.1000,43,"One year",DSL,No,45,Medium
7157-SMCFK,19.7500,61,"Two year",No,No,0,"Too low"
7159-FVYPK,69.1500,3,Month-to-month,DSL,No,85,High
7159-NOKYQ,93.1500,67,"Two year","Fiber optic",No,40,Medium
7161-DFHUF,23.8500,71,"Two year",No,No,0,"Too low"
7162-WPHPM,71.6000,58,"Two year",DSL,No,15,Low
7163-OCEQI,78.6500,22,"One year",DSL,No,45,Medium
7164-BPTUT,89.5500,57,"Two year",DSL,No,25,Low
7167-PCEYD,19.8000,67,"Two year",No,No,0,"Too low"
7168-HDQHG,19.2000,36,Month-to-month,No,No,30,Low
7169-YWAMK,68.4000,72,"Two year",DSL,No,15,Low
7173-TETGO,78.5000,72,"Two year","Fiber optic",No,25,Low
7175-NTIXE,76.1500,25,Month-to-month,DSL,No,45,Medium
7176-WIONM,49.8500,12,Month-to-month,DSL,No,65,Medium
7176-WRTNX,114.9500,70,"Two year","Fiber optic",No,30,Low
7180-PISOG,74.5000,1,Month-to-month,"Fiber optic",Yes,90,High
7181-BQYBV,102.4500,1,Month-to-month,"Fiber optic",Yes,95,High
7181-OQCUT,103.8500,21,Month-to-month,"Fiber optic",No,75,Medium
7182-OVLBJ,101.1500,62,"Two year","Fiber optic",No,35,Low
7184-LRUUR,65.2500,22,"One year",DSL,No,50,Medium
7188-CBBBA,95.5000,65,"One year","Fiber optic",No,55,Medium
7190-XHTWJ,19.3000,38,"One year",No,No,15,Low
7191-ADRGF,54.3000,44,"Two year",DSL,No,15,Low
7196-LIWRH,19.5500,6,"Two year",No,No,30,Low
7197-VOJMM,69.2000,67,"Two year",DSL,No,15,Low
7198-GLXTC,79.0000,2,Month-to-month,"Fiber optic",Yes,90,High
7203-OYKCT,104.9500,72,"One year","Fiber optic",No,55,Medium
7205-BAIAD,20.6000,40,"Two year",No,No,0,"Too low"
7206-GZCDC,69.2500,1,Month-to-month,"Fiber optic",Yes,90,High
7206-PQBBZ,70.2000,11,Month-to-month,"Fiber optic",No,80,High
7207-RMRDB,105.5000,65,Month-to-month,"Fiber optic",Yes,70,Medium
7208-PSIHR,104.3000,70,"Two year","Fiber optic",No,35,Low
7209-JCUDS,94.9000,10,Month-to-month,"Fiber optic",Yes,90,High
7216-EWTRS,100.8000,1,Month-to-month,"Fiber optic",Yes,100,High
7216-KAOID,19.5000,41,"One year",No,No,15,Low
7217-JYHOQ,70.3000,24,Month-to-month,DSL,No,55,Medium
7218-HKQFK,94.2000,2,Month-to-month,"Fiber optic",Yes,95,High
7219-TLZHO,20.8500,4,Month-to-month,No,No,60,Medium
7225-CBZPL,94.8000,17,Month-to-month,"Fiber optic",No,80,High
7225-IILWY,25.7500,68,"Two year",No,No,0,"Too low"
7228-OMTPN,88.4500,4,Month-to-month,"Fiber optic",Yes,100,High
7228-PAQPD,59.1000,14,"One year",DSL,No,35,Low
7233-DRTRF,102.4000,63,Month-to-month,"Fiber optic",No,70,Medium
7233-IOQNP,34.0000,43,Month-to-month,DSL,No,35,Low
7233-PAHHL,84.0000,66,"Two year",DSL,No,15,Low
7234-FECYN,101.3500,8,Month-to-month,"Fiber optic",Yes,90,High
7234-KMNRQ,19.0000,4,Month-to-month,No,No,60,Medium
7235-NXZCP,74.8500,2,Month-to-month,"Fiber optic",Yes,90,High
7239-HZZCX,19.7500,1,Month-to-month,No,Yes,60,Medium
7240-ETPTR,48.7500,9,Month-to-month,DSL,Yes,65,Medium
7240-FQLHE,99.7500,18,Month-to-month,"Fiber optic",Yes,75,Medium
7241-AJHFS,87.6500,32,Month-to-month,"Fiber optic",No,60,Medium
7242-EDTYC,19.5500,44,"Two year",No,No,0,"Too low"
7242-QZLXF,25.3000,1,Month-to-month,DSL,Yes,75,Medium
7243-LCGGZ,20.9000,1,Month-to-month,No,No,60,Medium
7244-KXYZN,20.4500,24,"One year",No,No,25,Low
7244-QWYHG,44.4500,50,"One year",DSL,No,20,Low
7245-JMTTQ,111.5000,51,"One year","Fiber optic",No,50,Medium
7245-NIIWQ,69.8500,3,Month-to-month,"Fiber optic",No,90,High
7246-ZGQDF,54.5000,1,Month-to-month,DSL,No,65,Medium
7247-XOZPB,77.4000,53,"One year",DSL,No,30,Low
7248-VZQLC,85.2000,47,Month-to-month,"Fiber optic",Yes,70,Medium
7249-WBIYX,85.6000,10,Month-to-month,"Fiber optic",Yes,90,High
7250-EQKIY,50.4500,1,Month-to-month,DSL,Yes,75,Medium
7251-LJBQN,103.7500,40,"One year","Fiber optic",No,50,Medium
7251-XFOIL,89.2000,61,Month-to-month,"Fiber optic",No,70,Medium
7252-NTGSS,45.1500,1,Month-to-month,DSL,No,75,Medium
7253-UVNDW,54.3500,46,"Two year",DSL,Yes,10,Low
7254-IQWOZ,69.6500,1,Month-to-month,"Fiber optic",Yes,90,High
7255-SSFBC,112.2500,72,"Two year","Fiber optic",No,35,Low
7266-GSSJX,20.4500,11,Month-to-month,No,No,50,Medium
7267-FRMJW,20.1000,25,"Two year",No,No,0,"Too low"
7268-IGMFD,93.9000,18,Month-to-month,"Fiber optic",No,75,Medium
7268-WNTCP,20.4500,62,"Two year",No,No,0,"Too low"
7269-JISCY,45.0500,55,"One year",DSL,No,30,Low
7270-BDIOA,90.0000,22,Month-to-month,"Fiber optic",Yes,75,Medium
7271-AJDTL,94.4500,55,Month-to-month,"Fiber optic",No,70,Medium
7272-QDCKA,100.2000,28,"One year","Fiber optic",No,55,Medium
7273-TEFQD,41.1500,3,Month-to-month,DSL,Yes,75,Medium
7274-CGTOD,43.7000,62,"Two year",DSL,No,5,"Too low"
7274-RTAPZ,90.5500,1,Month-to-month,"Fiber optic",Yes,100,High
7277-KAMWT,20.0000,13,"Two year",No,No,10,Low
7277-OZCGZ,89.0500,22,Month-to-month,"Fiber optic",No,70,Medium
7278-CKDNC,80.5000,24,Month-to-month,"Fiber optic",No,70,Medium
7279-BUYWN,113.2000,41,Month-to-month,"Fiber optic",Yes,65,Medium
7279-NMVJC,19.9000,17,"One year",No,No,25,Low
7284-BUYEC,50.9500,5,Month-to-month,DSL,No,75,Medium
7284-ZZLOH,53.3000,45,"Two year",DSL,No,10,Low
7285-KLOTR,78.8500,12,"One year",DSL,No,55,Medium
7291-CDTMJ,19.6500,1,Month-to-month,No,No,60,Medium
7293-LSCDV,19.2500,60,"Two year",No,No,0,"Too low"
7294-TMAOP,90.5500,1,Month-to-month,"Fiber optic",Yes,100,High
7295-JOMMD,98.1000,4,Month-to-month,"Fiber optic",Yes,95,High
7296-PIXQY,70.2000,14,Month-to-month,"Fiber optic",No,70,Medium
7297-DVYGA,19.8500,51,"One year",No,No,15,Low
7298-IZWLY,19.4000,1,Month-to-month,No,No,60,Medium
7299-GNVPL,84.4000,23,Month-to-month,"Fiber optic",No,60,Medium
7301-ABVAD,86.6000,72,"Two year",DSL,No,30,Low
7302-ZHMHP,19.1500,1,Month-to-month,No,No,60,Medium
7305-ZWMAJ,20.7000,30,"One year",No,No,15,Low
7306-YDSOI,59.7500,69,"Two year",DSL,No,10,Low
7310-EGVHZ,20.2000,1,Month-to-month,No,No,60,Medium
7311-MQJCH,19.5500,5,"One year",No,No,45,Medium
7312-XSBAT,49.7500,1,Month-to-month,DSL,No,70,Medium
7314-OXENN,82.0000,2,Month-to-month,"Fiber optic",Yes,90,High
7315-WYOAW,100.7500,13,Month-to-month,"Fiber optic",No,75,Medium
7317-GGVPB,108.6000,71,"Two year","Fiber optic",Yes,35,Low
7318-EIVKO,59.2500,8,Month-to-month,DSL,No,65,Medium
7319-VENRZ,64.3000,7,Month-to-month,DSL,No,60,Medium
7319-ZNRTR,19.6000,25,"One year",No,No,15,Low
7321-KKSDU,20.5000,32,"Two year",No,No,0,"Too low"
7321-PKUYW,90.1500,11,Month-to-month,"Fiber optic",Yes,85,High
7321-VGNKU,70.3500,2,Month-to-month,"Fiber optic",No,90,High
7321-ZNSLA,40.5500,13,"Two year",DSL,No,15,Low
7322-OCWHC,93.0500,72,"Two year","Fiber optic",No,30,Low
7325-ENZFI,40.3000,39,"One year",DSL,No,20,Low
7326-RIGQZ,69.8000,6,Month-to-month,"Fiber optic",No,90,High
7328-OWMOM,20.1000,31,"One year",No,No,15,Low
7328-ZJAJO,19.5000,59,"Two year",No,No,0,"Too low"
7330-WZLNC,90.8000,5,Month-to-month,"Fiber optic",Yes,100,High
7336-RLLRH,80.8500,27,"One year",DSL,No,30,Low
7337-CINUD,19.5000,8,"Two year",No,No,20,Low
7338-ERIVA,45.0500,39,"One year",DSL,No,20,Low
7339-POGZN,50.7000,4,Month-to-month,DSL,No,75,Medium
7340-KEFQE,34.2000,51,"Two year",DSL,No,5,"Too low"
7341-LXCAF,74.6500,4,Month-to-month,"Fiber optic",Yes,90,High
7343-EOBEU,23.6000,3,Month-to-month,No,No,60,Medium
7346-MEDWM,83.2500,59,Month-to-month,"Fiber optic",No,60,Medium
7349-ALMUX,65.6000,37,"Two year",DSL,No,15,Low
7351-KYHQH,64.9500,7,Month-to-month,DSL,No,65,Medium
7351-MHQVU,50.9500,6,Month-to-month,DSL,No,65,Medium
7353-YOWFP,20.2500,7,"One year",No,No,35,Low
7354-OIJLX,75.8500,9,Month-to-month,"Fiber optic",No,80,High
7356-AYNJP,23.9000,4,"One year",No,No,45,Medium
7356-IWLFW,80.0000,46,Month-to-month,"Fiber optic",No,60,Medium
7359-PTSXY,45.7500,1,Month-to-month,DSL,Yes,75,Medium
7359-SSBJK,70.2000,64,"Two year",DSL,Yes,15,Low
7359-WWYJV,114.4500,72,"Two year","Fiber optic",No,30,Low
7361-YPXFS,64.4500,28,Month-to-month,DSL,No,40,Medium
7363-QTBIW,79.7500,9,Month-to-month,"Fiber optic",No,80,High
7365-BVCJH,24.4000,1,Month-to-month,DSL,No,75,Medium
7369-TRPFD,18.8000,19,"One year",No,No,25,Low
7375-WMVMT,95.5000,71,"Two year","Fiber optic",No,35,Low
7377-DMMRI,47.8000,2,Month-to-month,DSL,Yes,70,Medium
7379-FNIUJ,100.2000,2,Month-to-month,"Fiber optic",No,95,High
7379-POKDZ,70.3000,3,Month-to-month,"Fiber optic",Yes,90,High
7382-DFJTU,55.2000,18,Month-to-month,DSL,No,50,Medium
7384-GHBPI,35.1500,3,Month-to-month,DSL,Yes,75,Medium
7389-KBFIT,30.2500,2,Month-to-month,DSL,No,75,Medium
7392-YYPYJ,100.6500,22,Month-to-month,"Fiber optic",No,80,High
7394-FKDNK,89.4500,9,Month-to-month,"Fiber optic",Yes,90,High
7394-LWLYN,70.1500,2,Month-to-month,"Fiber optic",No,90,High
7395-IGJOS,81.5000,17,Month-to-month,"Fiber optic",Yes,70,Medium
7395-XWZOY,55.0000,20,Month-to-month,DSL,No,45,Medium
7396-VJUZB,45.2500,4,Month-to-month,DSL,No,75,Medium
7398-HPYZQ,90.5500,71,"Two year",DSL,No,25,Low
7398-LXGYX,84.8000,44,Month-to-month,"Fiber optic",No,55,Medium
7398-SKNQZ,94.9000,3,Month-to-month,"Fiber optic",No,100,High
7399-QHBJS,66.7500,72,"Two year",DSL,No,15,Low
7401-JIXNM,91.3000,54,"Two year",DSL,No,25,Low
7401-RUBNK,74.8000,18,Month-to-month,"Fiber optic",No,65,Medium
7402-EYFXX,93.6000,26,Month-to-month,"Fiber optic",No,70,Medium
7402-PWYJJ,91.1500,53,"One year","Fiber optic",No,50,Medium
7404-JLKQG,57.5500,3,Month-to-month,DSL,No,75,Medium
7407-SUJIZ,20.6000,25,Month-to-month,No,No,30,Low
7408-OFWXJ,89.8000,72,"Two year",DSL,No,25,Low
7409-JURKQ,111.8000,53,"One year","Fiber optic",No,50,Medium
7409-KIUTL,71.0000,1,Month-to-month,"Fiber optic",Yes,90,High
7410-KTVFV,49.5500,18,Month-to-month,DSL,Yes,55,Medium
7410-OIEDU,79.8500,10,Month-to-month,"Fiber optic",No,75,Medium
7410-YTJIK,75.4500,7,Month-to-month,"Fiber optic",Yes,80,High
7416-CKTEP,19.6000,57,"Two year",No,No,0,"Too low"
7421-ZLUPA,29.2500,8,Month-to-month,DSL,No,65,Medium
7422-WNBTY,93.3500,33,Month-to-month,"Fiber optic",No,70,Medium
7426-GSWPO,103.5000,64,Month-to-month,"Fiber optic",No,65,Medium
7426-RHZGU,95.9000,9,Month-to-month,"Fiber optic",No,85,High
7426-WEIJX,80.9500,60,Month-to-month,"Fiber optic",No,55,Medium
7427-AUFPY,19.6500,54,"Two year",No,No,0,"Too low"
7432-FFVAR,90.9500,46,"One year","Fiber optic",No,50,Medium
7434-SHXLS,20.9000,1,Month-to-month,No,Yes,60,Medium
7435-ZNUYY,20.6000,6,"One year",No,No,45,Medium
7439-DKZTW,80.5500,1,Month-to-month,"Fiber optic",No,90,High
7442-YGZFK,49.8000,1,Month-to-month,DSL,No,75,Medium
7445-WMRBW,73.8500,48,"One year",DSL,No,35,Low
7446-KQISO,109.7500,45,"Two year","Fiber optic",No,35,Low
7446-SFAOA,19.8500,37,"One year",No,No,15,Low
7446-YPODE,60.2500,11,Month-to-month,DSL,No,60,Medium
7449-HVPIV,90.4000,55,Month-to-month,"Fiber optic",No,70,Medium
7450-NWRTR,99.4500,12,Month-to-month,"Fiber optic",Yes,90,High
7452-FOLON,25.4500,39,"One year",No,No,15,Low
7459-IMVYU,69.9500,38,Month-to-month,DSL,No,45,Medium
7459-RRWQZ,64.6500,15,Month-to-month,DSL,Yes,50,Medium
7460-ITWWP,86.1000,45,Month-to-month,"Fiber optic",No,70,Medium
7463-IFMQU,20.0500,72,"Two year",No,No,0,"Too low"
7465-ZZRVX,70.3500,1,Month-to-month,"Fiber optic",No,90,High
7469-LKBCI,18.9500,16,"Two year",No,No,10,Low
7470-DYNOE,61.1000,53,"One year",DSL,No,30,Low
7470-MCQTK,48.7500,13,Month-to-month,DSL,Yes,55,Medium
7471-MQPOS,72.9000,71,"One year",DSL,No,35,Low
7471-WNSUF,24.1500,60,"One year",No,No,15,Low
7472-EQOAV,86.7000,71,"One year","Fiber optic",No,50,Medium
7473-ZBDSN,18.8000,14,"Two year",No,No,10,Low
7479-NITWS,89.3500,7,Month-to-month,"Fiber optic",Yes,90,High
7480-QNVZJ,95.7000,50,Month-to-month,"Fiber optic",Yes,70,Medium
7480-SPLEF,26.0000,69,"Two year",No,No,0,"Too low"
7481-ATQQS,90.8500,49,Month-to-month,"Fiber optic",Yes,70,Medium
7483-IQWIB,92.9500,37,Month-to-month,"Fiber optic",No,70,Medium
7486-KSRVI,100.0000,43,"One year","Fiber optic",Yes,50,Medium
7488-MXJIV,85.6500,4,Month-to-month,"Fiber optic",Yes,100,High
7492-TAFJD,38.5500,7,"Two year",DSL,No,30,Low
7493-GVFIO,20.5500,57,"Two year",No,No,0,"Too low"
7493-TPUWZ,79.1500,1,Month-to-month,"Fiber optic",Yes,90,High
7495-OOKFY,80.6500,8,Month-to-month,"Fiber optic",Yes,80,High
7501-IWUNG,73.8000,61,"Two year",DSL,No,20,Low
7501-VTYLJ,51.5500,2,Month-to-month,DSL,No,75,Medium
7502-BNYGS,69.1000,46,Month-to-month,DSL,No,55,Medium
7503-EPSZW,24.0500,64,"Two year",No,No,0,"Too low"
7503-MIOGA,89.8500,72,"Two year",DSL,No,25,Low
7503-QQRVF,74.3000,16,Month-to-month,"Fiber optic",Yes,70,Medium
7503-ZGUZJ,84.6500,1,Month-to-month,"Fiber optic",Yes,90,High
7504-UWHNB,69.7500,25,Month-to-month,"Fiber optic",No,60,Medium
7508-DQAKK,86.4000,64,"Two year",DSL,No,25,Low
7508-KBIMB,56.2500,24,"One year",DSL,No,35,Low
7508-MYBOG,86.1000,14,Month-to-month,"Fiber optic",Yes,80,High
7508-SMHXL,89.0000,15,Month-to-month,"Fiber optic",No,80,High
7511-YMXVQ,45.4000,9,Month-to-month,DSL,Yes,65,Medium
7515-LODFU,20.3000,69,"Two year",No,No,0,"Too low"
7516-GMHUV,105.0500,50,"Two year","Fiber optic",No,35,Low
7517-LDMPS,84.6000,12,Month-to-month,"Fiber optic",No,80,High
7517-SAWMO,73.2000,19,Month-to-month,"Fiber optic",Yes,65,Medium
7519-JTWQH,110.5000,69,"Two year","Fiber optic",No,35,Low
7520-HQWJU,67.4500,66,Month-to-month,DSL,No,50,Medium
7521-AFHAB,44.8000,5,Month-to-month,DSL,No,75,Medium
7521-YXVZY,19.9500,3,Month-to-month,No,No,60,Medium
7524-VRLPL,74.1000,69,"Two year",DSL,No,15,Low
7526-BEZQB,96.0500,12,Month-to-month,"Fiber optic",Yes,90,High
7526-IVLYU,19.6500,3,Month-to-month,No,No,60,Medium
7527-QNRUS,25.1500,17,"Two year",No,No,10,Low
7529-ZDFXI,89.8500,57,Month-to-month,"Fiber optic",No,70,Medium
7530-HDYDS,84.2500,38,Month-to-month,"Fiber optic",Yes,55,Medium
7531-GQHME,20.0500,12,Month-to-month,No,No,50,Medium
7534-BFESC,76.1000,24,Month-to-month,"Fiber optic",Yes,70,Medium
7537-CBQUZ,109.4000,63,Month-to-month,"Fiber optic",No,65,Medium
7537-RBWEA,25.1500,1,Month-to-month,DSL,No,75,Medium
7538-GWHML,69.6500,2,Month-to-month,"Fiber optic",Yes,90,High
7541-YLXCL,65.4000,36,"One year",DSL,Yes,35,Low
7542-CYDDM,20.0500,18,Month-to-month,No,No,40,Medium
7544-ZVIKX,105.0500,58,"One year","Fiber optic",No,50,Medium
7547-EKNFS,95.2500,42,Month-to-month,"Fiber optic",Yes,70,Medium
7548-SEPYI,96.2500,5,Month-to-month,"Fiber optic",Yes,100,High
7549-MYGPK,100.5500,63,Month-to-month,"Fiber optic",Yes,65,Medium
7550-WIQVA,108.2500,50,"One year","Fiber optic",No,50,Medium
7551-DACSP,55.3000,6,Month-to-month,DSL,Yes,75,Medium
7551-JOHTI,19.5000,1,Month-to-month,No,Yes,60,Medium
7552-KEYGT,19.5500,27,"Two year",No,No,0,"Too low"
7554-AKDQF,45.6500,6,Month-to-month,DSL,No,75,Medium
7554-NEWDD,25.7000,10,"Two year",No,No,20,Low
7558-IMLMT,20.8000,67,"Two year",No,No,0,"Too low"
7560-QJAVJ,79.6000,70,"Two year",DSL,No,15,Low
7560-QRBXH,19.9500,48,"One year",No,No,15,Low
7562-GSUHK,93.2000,16,Month-to-month,"Fiber optic",Yes,80,High
7562-UXTPG,70.1500,13,Month-to-month,"Fiber optic",No,70,Medium
7563-BIUPC,80.6000,5,Month-to-month,"Fiber optic",Yes,90,High
7564-GHCVB,79.0500,72,"Two year","Fiber optic",No,25,Low
7566-DSRLQ,110.1500,72,"Two year","Fiber optic",No,35,Low
7567-ECMCM,79.8500,24,Month-to-month,"Fiber optic",No,70,Medium
7568-PODML,45.3000,1,Month-to-month,DSL,Yes,75,Medium
7569-NMZYQ,118.7500,72,"Two year","Fiber optic",No,30,Low
7570-WELNY,84.7000,68,"Two year","Fiber optic",No,25,Low
7571-YXDAD,74.9000,2,Month-to-month,"Fiber optic",Yes,90,High
7572-KPVKK,104.0500,62,"Two year","Fiber optic",No,35,Low
7576-ASEJU,74.7000,41,"One year",DSL,No,30,Low
7576-JMYWV,110.2000,46,Month-to-month,"Fiber optic",No,60,Medium
7576-OYWBN,76.0500,3,Month-to-month,"Fiber optic",Yes,90,High
7577-SWIFR,89.2500,1,Month-to-month,"Fiber optic",No,100,High
7579-KKLOE,91.2500,71,"Two year",DSL,No,25,Low
7579-OOPEC,50.1500,2,Month-to-month,DSL,Yes,75,Medium
7580-UGXNC,54.8500,2,Month-to-month,DSL,Yes,70,Medium
7581-EBBOU,70.1500,60,"One year",DSL,No,35,Low
7586-ZATGZ,84.9000,40,Month-to-month,"Fiber optic",No,60,Medium
7587-AOVVU,100.7500,27,Month-to-month,"Fiber optic",No,60,Medium
7587-RZNME,43.3000,3,Month-to-month,DSL,Yes,75,Medium
7590-VHVEG,29.8500,1,Month-to-month,DSL,No,75,Medium
7593-JNWRU,44.6000,6,Month-to-month,DSL,Yes,75,Medium
7593-XFKDI,46.3000,1,Month-to-month,DSL,Yes,75,Medium
7594-LZNWR,69.1500,34,Month-to-month,"Fiber optic",No,60,Medium
7594-RQHXR,79.6000,1,Month-to-month,"Fiber optic",Yes,90,High
7595-EHCDL,50.6000,32,Month-to-month,DSL,No,45,Medium
7595-EUIVN,75.8000,1,Month-to-month,"Fiber optic",Yes,90,High
7596-IIWYC,20.2500,27,"Two year",No,No,0,"Too low"
7596-LDUXP,85.1500,12,"One year","Fiber optic",No,70,Medium
7596-ZYWBB,59.6000,65,"Two year",DSL,No,5,"Too low"
7598-UAASY,76.4000,2,Month-to-month,"Fiber optic",Yes,90,High
7599-FKVXZ,106.1500,42,Month-to-month,"Fiber optic",Yes,65,Medium
7599-NTMDP,48.7000,62,"Two year",DSL,No,5,"Too low"
7601-DHFWZ,24.0000,48,"Two year",No,No,0,"Too low"
7601-GNDYK,19.6000,35,"Two year",No,No,0,"Too low"
7601-WFVZV,19.5500,1,Month-to-month,No,No,60,Medium
7602-DBTOU,19.6000,71,"Two year",No,No,0,"Too low"
7602-MVRMB,110.4500,72,"Two year","Fiber optic",No,30,Low
7603-USHJS,73.7500,12,Month-to-month,"Fiber optic",Yes,80,High
7605-BDWDC,49.8500,31,"Two year",DSL,No,5,"Too low"
7605-SNLQG,50.2500,45,Month-to-month,DSL,No,45,Medium
7606-BPHHN,19.8000,72,"Two year",No,No,0,"Too low"
7607-QKKTJ,95.0000,45,"One year","Fiber optic",No,55,Medium
7608-RGIRO,24.4000,62,"Two year",No,No,0,"Too low"
7609-NRNCA,19.5500,17,"One year",No,No,25,Low
7609-YBPXG,87.1000,54,"Two year",DSL,No,25,Low
7610-TVOPG,26.3500,15,Month-to-month,No,No,40,Medium
7611-YKYTC,75.0000,22,Month-to-month,"Fiber optic",No,65,Medium
7613-LLQFO,84.4500,12,Month-to-month,"Fiber optic",Yes,80,High
7614-QVWQL,51.8000,49,"One year",DSL,Yes,30,Low
7615-ESMYF,44.6000,2,Month-to-month,DSL,Yes,75,Medium
7617-EYGLW,19.4500,1,Month-to-month,No,No,60,Medium
7619-ODSGN,54.7500,24,Month-to-month,DSL,Yes,50,Medium
7619-PLRLP,74.1000,53,"One year",DSL,No,35,Low
7621-VPNET,85.9000,42,Month-to-month,"Fiber optic",No,65,Medium
7622-FWGEW,85.6500,56,"Two year",DSL,No,25,Low
7622-NXQZR,30.1000,28,Month-to-month,DSL,No,40,Medium
7623-HKYRK,19.7000,6,Month-to-month,No,No,60,Medium
7623-TRNQN,49.9000,1,Month-to-month,DSL,Yes,70,Medium
7625-XCQRH,76.5000,11,Month-to-month,"Fiber optic",Yes,80,High
7627-JKIAZ,78.9500,37,Month-to-month,"Fiber optic",Yes,60,Medium
7629-WFGLW,95.6500,56,"One year","Fiber optic",No,45,Medium
7629-WIXZF,59.1000,7,"One year",DSL,No,45,Medium
7632-MNYOY,110.9000,66,"One year","Fiber optic",Yes,50,Medium
7632-YUTXB,20.0500,25,"One year",No,No,15,Low
7633-MVPUY,59.7500,57,"Two year",DSL,No,5,"Too low"
7634-HLQJR,20.0500,47,"Two year",No,No,0,"Too low"
7634-WSWDB,38.5000,8,Month-to-month,DSL,No,60,Medium
7636-OWBPG,29.3500,12,Month-to-month,DSL,No,65,Medium
7636-PEPNS,44.1000,58,"One year",DSL,No,30,Low
7636-XUHWW,19.9000,2,Month-to-month,No,No,60,Medium
7638-QVMVY,79.0000,7,Month-to-month,"Fiber optic",Yes,80,High
7639-LIAYI,79.7500,52,"Two year",DSL,No,15,Low
7639-OPLNG,79.2500,70,"Two year",DSL,No,15,Low
7639-SUPCW,48.8000,22,Month-to-month,DSL,Yes,50,Medium
7641-EUYET,100.7000,46,Month-to-month,"Fiber optic",Yes,65,Medium
7641-TQFHN,100.5500,39,"Two year","Fiber optic",No,35,Low
7643-RCHXS,19.3500,63,"Two year",No,No,0,"Too low"
7644-OMVMY,19.8500,0,"Two year",No,No,30,Low
7647-GYYKX,20.3500,54,"Two year",No,No,0,"Too low"
7649-PHJVR,19.5000,11,"One year",No,No,35,Low
7649-SIJJF,80.1000,71,"Two year",DSL,No,15,Low
7654-YWJUF,84.2500,43,"One year","Fiber optic",No,35,Low
7657-DYEPJ,70.1500,38,"One year",DSL,Yes,35,Low
7658-UYUQS,86.5500,21,Month-to-month,"Fiber optic",No,80,High
7660-HDPJV,69.2000,1,Month-to-month,"Fiber optic",Yes,90,High
7661-CPURM,87.7000,19,"One year","Fiber optic",No,60,Medium
7663-CUXZB,113.7500,59,"Two year","Fiber optic",No,30,Low
7663-RGWBC,44.1500,1,Month-to-month,DSL,Yes,75,Medium
7663-YJHSN,103.9500,72,"Two year","Fiber optic",No,30,Low
7663-ZTEGJ,100.5500,29,"One year","Fiber optic",No,50,Medium
7665-NKLAV,40.6500,36,"Two year",DSL,No,5,"Too low"
7665-TOALD,69.6000,1,Month-to-month,"Fiber optic",Yes,90,High
7665-VIGUD,20.3500,10,"One year",No,No,35,Low
7666-WKRON,80.4500,39,"Two year","Fiber optic",Yes,25,Low
7668-XCFYV,92.5500,17,Month-to-month,"Fiber optic",No,80,High
7669-LCRSD,56.3000,12,Month-to-month,DSL,No,65,Medium
7670-ZBPOQ,61.0500,58,"One year",DSL,No,20,Low
7672-VFMXZ,55.7000,57,Month-to-month,DSL,No,35,Low
7673-BQGKU,20.1500,69,"Two year",No,No,0,"Too low"
7673-LPRNY,78.5500,23,"One year",DSL,No,45,Medium
7674-YTAFD,79.9500,33,"One year","Fiber optic",No,40,Medium
7675-OZCZG,45.0000,3,Month-to-month,DSL,Yes,75,Medium
7677-SJJJK,19.9000,8,"One year",No,No,35,Low
7682-AZNDK,89.8500,34,Month-to-month,"Fiber optic",No,70,Medium
7683-CBDKJ,65.4500,14,Month-to-month,DSL,Yes,60,Medium
7684-XSZIY,24.3000,72,"Two year",No,No,0,"Too low"
7688-AWMDX,54.5000,71,"Two year",DSL,No,5,"Too low"
7690-KPNCU,73.0500,64,"One year",DSL,No,35,Low
7691-KGKGP,65.0000,53,Month-to-month,DSL,No,40,Medium
7691-XVTZH,89.9500,68,"Two year","Fiber optic",No,40,Medium
7693-LCKZL,80.1500,5,Month-to-month,"Fiber optic",Yes,90,High
7693-QPEFS,72.9500,52,Month-to-month,"Fiber optic",No,60,Medium
7694-VLBWQ,104.1000,67,"One year","Fiber optic",Yes,55,Medium
7695-PKLCZ,20.5000,68,"Two year",No,No,0,"Too low"
7696-AMHOD,78.0000,49,"One year",DSL,No,40,Medium
7696-CFTAT,19.8000,37,"Two year",No,No,0,"Too low"
7698-YFGEZ,20.0000,1,Month-to-month,No,No,60,Medium
7703-ZEKEF,81.0000,23,Month-to-month,"Fiber optic",Yes,70,Medium
7706-DZNKK,20.4500,11,Month-to-month,No,No,50,Medium
7706-YLMQA,19.7000,70,"One year",No,No,15,Low
7707-PYBBH,61.9000,40,Month-to-month,DSL,No,35,Low
7710-JSYOA,93.3000,69,"Two year","Fiber optic",No,35,Low
7711-GQBZC,24.7000,71,"Two year",No,No,0,"Too low"
7711-YIJWC,84.9000,61,"One year",DSL,No,30,Low
7714-YXSMB,100.5000,26,Month-to-month,"Fiber optic",No,70,Medium
7716-YTYHG,82.0500,48,"One year","Fiber optic",Yes,45,Medium
7717-BICXI,20.5500,60,"Two year",No,No,0,"Too low"
7718-RXDGG,68.6000,15,Month-to-month,"Fiber optic",No,70,Medium
7718-UPSKJ,106.4000,69,"One year","Fiber optic",No,45,Medium
7721-DVEKZ,19.6500,1,Month-to-month,No,No,60,Medium
7721-JXEAW,41.0500,59,Month-to-month,DSL,Yes,45,Medium
7722-CVFXN,105.2000,54,"One year","Fiber optic",No,50,Medium
